,Tweets,index
9,"Le Buddha:

I was Rama in previous birth indirectly indicating he is avatar of Bhagwan Vishnu 😹 https://t.co/znskFA10r9",9496
10,"#Hinduism, #Buddhism are lost religions and their #Chakra (breath channel) is just a #sexual line to nowhere!
It's impossible to be enlightened with idols of 3 headed #Rama, 10 arm #Vishnu and big belly Buddha.
Original Buddha was brave in his quest but didn't reach the #Creator. https://t.co/IwOuy31fcx",9496
0,"The Buddha, Raja Ram Mohun Toy, Swami Dayanand Saraswati and Ambedkar all made up their own religion because they didn't like what was on offer. Which of them is going to make a lasting impact? Only time can tell.",9499
0,"Ever noticed Vishnu's 10 avatars retrace evolution?
1. Matsya (fish)
2. Kurma (tortoise)
3. Varaha (wild boar)
4. Narasimha (man animal)
5. Vamana (young boy)
6. Parashurama (brahmin king)
7. Ramachandra (noble man)
8. Krishna (smart man)
9. Buddha (wise)
10. Kalki (destroyer)",9500
0,"Things were gettin dire so I got out my Buddha, my Garuda, my prayer rug, and my Mike Honcho jersey, and just like that, BOOM!",9501
0,"Shri Vishnu appeared as Varaha to rescue the Earth from drowning in water and placed it on the head of the serpent Shesha(Divine serpent on which the earth rests).Hence,whenever there is fear of drowning, chant the Name ‘Varaha’.🚩
""श्री हरि""""श्री राम"" https://t.co/S6Jm5z9ej1",9502
1,"🌺 Shri Vishnu appeared as Varaha to rescue the Earth from drowning in water and placed it on the head of the serpent Shesha(Divine serpent on which the earth rests).Hence,whenever there is fear of drowning, chant the Name ‘Varaha’.🚩
🌸""श्री हरि""🌸""श्री राम""🌸🚩 https://t.co/rOf1ca9ZBL",9502
2,"Ever noticed Vishnu's 10 avatars retrace evolution?
1. Matsya (fish)
2. Kurma (tortoise)
3. Varaha (wild boar)
4. Narasimha (man animal)
5. Vamana (young boy)
6. Parashurama (brahmin king)
7. Ramachandra (noble man)
8. Krishna (smart man)
9. Buddha (wise)
10. Kalki (destroyer)",9502
3,"Vishnu as Varaha in an antique copper figurine. A true collector's item, this piece is in excellent condition.

Shop now: https://t.co/1lCiMnn9WJ

#lakshmivaraha #lakshmi #copperculpture #antiquecopper #antiquecopperfigurine #figurineofVishnu #antiquestandingvishnu https://t.co/zohXi28fBC",9502
4,"Chanting Varahi Moola Mantra removes bad luck and misfortune. Varahi represents the feminine energy of Varaha, the boar avatar of Vishnu. Chanting the Mantra also helps to remove the adverse effects of Kala Sarpa dosha and other doshas. https://t.co/yD1AxXusTS https://t.co/qlkO5m4TKq",9502
5,"Sri Bhuvaraha Swamy Temple in Srimushnam, Cuddalore district, Tamil Nadu. The temple had contributions from Medieval Cholas of the 10th century, the temple is dedicated to Varaha (Bhu Varaha Swamy), the boar-avatar of the god Vishnu and his consort Lakshmi as Ambujavalli Thayar. https://t.co/FGNReg5Wql",9502
6,In Ancient Bharatvarsha there were temples everywhere. They were education centres.Every village temples provided basic education to children.Schools were well governed &amp; had professional teachers. The Varaha Temple at Khajuraho is the boar incarnation of Lord Vishnu. https://t.co/w56EmgHbaf,9502
7,"This is the ancient temple of Pushkar, where the third incarnation of Vishnu is the deity of Varaha, this temple was built in the 13th century by the Chauhan king Arnoraj. https://t.co/fEQ1nDe0M5",9502
8,"Q. 420: 
According to a Hindu mythological legend, after killing the demon Hiranyaksha, Varaha Swamy (3rd incarnation of Lord Vishnu) felt very tired. He took rest on the peak now known as Varaha Parvatha. (1/2)
#tweet100 #quiz #quizzes #quiztime https://t.co/yOQnHat5W4",9502
9,"1/1
Varaha Roopam Daiva Varishtam,
Varaha, the third incarnation of Lord. Vishnu, the supreme among all Gods.
#KantaraMovie",9502
10,"""श्री हरि""

🙏Lord Vishnu took the Avatar of Varaha (boar) to kill a demon named Hiranyaksha, 

👉who dragged the Earth to the bottom of the ocean. Lord Vishnu, after killing the demon, then brought the Earth back from the bottom of the ocean.
""श्री राम"" https://t.co/jGlj9vJ052",9502
11,"Sandstone Sculpture of Varaha, (Boar Incarnation of lord Vishnu); 700–800 AD; from northern India.

Detailed Post -
https://t.co/CJBAsSDVrx

British Museum

#archaeohistories https://t.co/qnRkBZVPyz",9502
0,"Vishnu as Varaha in an antique copper figurine. A true collector's item, this piece is in excellent condition.

Shop now: https://t.co/1lCiMnn9WJ

#lakshmivaraha #lakshmi #copperculpture #antiquecopper #antiquecopperfigurine #figurineofVishnu #antiquestandingvishnu https://t.co/zohXi28fBC",9504
1,"Sri Bhuvaraha Swamy Temple in Srimushnam, Cuddalore district, Tamil Nadu. The temple had contributions from Medieval Cholas of the 10th century, the temple is dedicated to Varaha (Bhu Varaha Swamy), the boar-avatar of the god Vishnu and his consort Lakshmi as Ambujavalli Thayar. https://t.co/FGNReg5Wql",9504
0,"Ever noticed Vishnu's 10 avatars retrace evolution?
1. Matsya (fish)
2. Kurma (tortoise)
3. Varaha (wild boar)
4. Narasimha (man animal)
5. Vamana (young boy)
6. Parashurama (brahmin king)
7. Ramachandra (noble man)
8. Krishna (smart man)
9. Buddha (wise)
10. Kalki (destroyer)",9505
0,"The Power of Brahma is considered Sattva. It is also infinite: 
Varaha Purana https://t.co/bdRwwjBk3Z",9506
1,"O descendant of Bharata, the first kalpa in the second half of the lifespan of Brahmā is also known as the Vārāha Kalpa, because the Supreme Personality of Godhead appeared in that kalpa in the Form of Varaha.

- Srimad Bhagavatam 3.11.37 https://t.co/6F4JaNzQQo",9506
0,"Ever noticed Vishnu's 10 avatars retrace evolution?
1. Matsya (fish)
2. Kurma (tortoise)
3. Varaha (wild boar)
4. Narasimha (man animal)
5. Vamana (young boy)
6. Parashurama (brahmin king)
7. Ramachandra (noble man)
8. Krishna (smart man)
9. Buddha (wise)
10. Kalki (destroyer)",9519
0,"Garuda, Vishnu, and Lotus: G20 Summit has these icons, and they were not chosen by India (Jinit Jain writes)  https://t.co/jPiK8sLNTS",9521
1,"""श्री हर
The vehicle of Vishnu is the Garuda eagle, the king of the birds,Empowered with the courage and speed to spread the knowledge of the Vedas, Garuda is an assurance of fearlessness at the time of calamity.
""श्री राम""
#thursdaymorning 
#thursdayvibes https://t.co/sxali45pf2",9521
2,"Garuda, Vishnu, and Lotus: G20 Summit has these icons, and they were not chosen by India

https://t.co/jPiK8sud2k",9521
3,"""श्री हरि""

The vehicle of Vishnu is the Garuda eagle, the king of the birds,

Empowered with the courage and speed to spread the knowledge of the Vedas, Garuda is an assurance of fearlessness at the time of calamity.

""श्री राम""
#thursdaymorning 
#thursdayvibes https://t.co/46b3cZ5030",9521
4,"#DidYouKnow ,in mythology each God has an animal or a bird as a vehicle!

For Eg : The Indian Eagle or Garuda is the vehicle of Lord Vishnu.

For #healthcare #spiritual #travel in South india , contact us at https://t.co/JsNk7KAAu5 https://t.co/JPuti51Voh",9521
5,"🚨 Garuda, Vishnu, and Lotus: G20 Summit has these icons, and they were not chosen by #INDIA",9521
6,"Garuda, Vishnu, and Lotus: Symbols at G20 summit in Indonesia and what they signify https://t.co/EQDIMTcSa7",9521
7,"Garuda, Vishnu, and Lotus: G20 Summit has these icons, and they were not chosen by India (Jinit Jain writes)  https://t.co/jPiK8sLNTS",9521
8,"Pay attention to the name ‘GARUDA - VISHNU - KANCHAN’
(गरुड़ - विष्णु - कंचन )

Indonesia is one such country which, although a Muslim nation, is at peace with its Hindu history and heritage. 

Hope it doesn’t change in future and it remains like this. 

#history #heritage #gwk https://t.co/2quHr522Na",9521
9,"#Hampi stone chariot built by King #Krishnadevaraya of #Vijayanagara Empire in 16th Century CE, a shrine dedicated to Garuda, built inside Vittala Temple Complex, Hampi, #Karnataka, #India . A massive sculpture of Garuda (vehicle of Lord Vishnu)was once seated on top of chariot. https://t.co/WMj2Jdf4Ve",9521
10,"Special dinner of #G20Summit in #Bali is going on. It's happening under the watch of God Vishnu (Garuda Wisnu Kencana) statue which is #Indonesia's tallest. They started programme with 'Om Swastiastu'. &amp; 2 Hindu leaders Modi &amp; Sunak participating.
#Hindu symbolism everywhere!🕉️ https://t.co/mnhPuh51sU",9521
11,"Garuda wall plaque made of resin. This representation of the mount of Vishnu appears to be in the Thai style.

Images from Shopee. https://t.co/YQaikYDmy9",9521
12,"We finish the story of how #Garuda got sweet revenge on the #Nagas, single-handedly defeated all the #Devas, and also became #Vishnu's vahana!
Listen now: https://t.co/pySDI7bQFm
Transcript: https://t.co/JbEXbROiZt
#sfipodcast #Mahabharat #Mahabharata #Indra #Garud #Amrit https://t.co/LaY9nIhc4a",9521
13,"Incredible India ! Beyond India !
The World’s Tallest Murti of a Hindu God. 

400 feet tall Murti of Bhagwan Vishnu &amp; Garuda located at GWK Cultural Park, Bali, Indonesia. https://t.co/xTSk52vJHZ",9521
14,"#area #chicken coop #enclosure #motor vehicle #motor vehicle :o Keeping alive the idea of a precinct, three axially connected enclosures accommodated a garden with a tank, two temples, and a smaller shrine dedicated to Garuda, Vishnu’s companion “vehicle.” https://t.co/vRTu7u37em",9521
0,"Rishab Shetty is now famous as ""Shiva"" from #kantara but Garuda Gamana Vrishabha Vahana (GGVV) fans like me will always remember him as ""Hari"" and how effortlessly that Shetty Duo created memayhem on silver screen.

https://t.co/gdsmKnvubd",9522
0,"🕉 Well sculpted black stone sculpture of Ma Lakshmi &amp; Bhagawan Narayan on Garuda Bhagawan, with 4 Hands,holding Shankh, Chakra, Gadha &amp; Lotus. Ma Lakshmi, is also holding Lotus in her hand &amp;other hand on Bhagwan’s Shoulder!
Shri HariNarayan Temple, Chattisgarh 🚩
#DekhoApnaDesh https://t.co/mNIgLweTKy",9523
1,"An elegant copper statue of Lakshmi and Vishnu on Garuda to enhance your office or home decor. On your bookshelves, in your Pooja Ghar, or as a decorative item for furniture, this statue or figurine is sure to be a great addition.

shop now:- https://t.co/4u2JMlIjWg

 #statues https://t.co/lXzjp5aN28",9523
2,"🕉 Well sculpted black stone sculpture of Ma Lakshmi &amp; Bhagawan Narayan on Garuda Bhagawan, with 4 Hands,holding Shankh, Chakra, Gadha &amp; Lotus. Ma Lakshmi, is also holding Lotus in her hand &amp;other hand on Bhagwan’s Shoulder!
Shri HariNarayan Temple, Chattisgarh 🚩
#DekhoApnaDesh https://t.co/T0PTy2NHzL",9523
0,who was saubhari muni and his relationship with garuda ! how he was punished from a yogi to a ordinary person due to offending a vaishnava ! and how did kalia nag benefit from this enemity! read Krishna to know his leelas ! hare krishna ! https://t.co/wpEP9vgT3p,9524
0,"We finish the story of how #Garuda got sweet revenge on the #Nagas, single-handedly defeated all the #Devas, and also became #Vishnu's vahana!
Listen now: https://t.co/pySDI7bQFm
Transcript: https://t.co/JbEXbROiZt
#sfipodcast #Mahabharat #Mahabharata #Indra #Garud #Amrit https://t.co/LaY9nIhc4a",9526
0,"#India #France 18 day Military,Air Drill #Garuda for best practices, Showing Indo France Vayu Shakti by #Sukhoi-30,Tejas,Jaguar,Rafael,A-330 MRTT aircraft...with contigent of 220 personnel, India France premium strategic partnership for peace,Stability n Prosperity
#IndoPacific https://t.co/cztFrsGXoC https://t.co/E9D7drkKAk",9528
0,"That Garuda Devaru is very beautiful! Two murtis of Shri Rama, Anjaneya devaru and Shridevi each. I could see Madhvacharya murti also. Very impressive. https://t.co/5s3pdCwmSc",9534
0,"Things were gettin dire so I got out my Buddha, my Garuda, my prayer rug, and my Mike Honcho jersey, and just like that, BOOM!",9538
0,oh my jesus god zeus posidean hera demeter dionysus artemis nanna utu ninhursag oh my what the fuck am i listenign to https://t.co/mO86BlltkC,9540
1,"This #painting, by Jacques Blanchard (c. 1600 – 1638), re-creates the tragic mythical romance of Zeus and Semele, parents of the wine-god, Dionysus. For more info on this artwork and the #myth that inspired it, click on the picture below. 
 https://t.co/jjH6sLj931",9540
2,"DIONYSUS: I can't describe it. But yet I'll tell you in a riddling way. Have you e'er felt a sudden lust for soup? 
HERACLES: Soup! Zeus-a-mercy. Yes, a thousand times.",9540
3,"According to myth, Hephaestus was born lame and was cast from heaven in disgust by his mother, Hera, and again by his father, Zeus, after a family quarrel. He was brought back to Olympus by Dionysus and was one of the only gods to have returned after exile. https://t.co/hP6vydmnku",9540
4,"Let us see how Zeus or Dionysus of Greek Mythology compares with Indra or Shiva of Indian or Hindu Mythology and so on.

#greekmythology #greekmythologyart #hindumythology #dionysus #Zeus 
https://t.co/wcKvtFKRlU",9540
5,"i keep getting different results every time i take a godly parent quiz like:

hades (×2)
apollo
zeus?!
nemesis
iris 
(and people associate me with dionysus and hecate?)

WHO AM I?+??×?$÷?×??×",9540
6,"Platonism is fake paganism, sorry (not sorry) to be the bearer of bad news.

All of God's being secretly one, lol okay bro. 

That a tetrahedron, the number 7 and the ideal tree are more perfect than Zeus, Dionysus or Aphrodite.

It is literal heretical sacrilege &amp; fake paganism.",9540
7,"With games like Hades, God of War, Ghost of Tsushima, Sekiro, among my favorites. One of my biggest voice acting goals is to be in mythology based media. I want nothing more than a chance to be Hermes, Anansi, Susano'o, Dionysus or even old man Zeus himself. Manifesting it now. https://t.co/GsxkSt0OPK",9540
8,"In Greek mythology, the demigod #Dionysus (Roman name: Bacchus) - son of Zeus - invented the #grapevine and the winepress.",9540
9,"DIONYSUS: I can't describe it. But yet I'll tell you in a riddling way. Have you e'er felt a sudden lust for soup? 
HERACLES: Soup! Zeus-a-mercy. Yes, a thousand times.",9540
10,"DIONYSUS: I can't describe it. But yet I'll tell you in a riddling way. Have you e'er felt a sudden lust for soup? 
HERACLES: Soup! Zeus-a-mercy. Yes, a thousand times.",9540
11,"appearance of the gods in pjo was 

TLT: Dionysus Ares Hades Zeus and Poseidon 

SOM: Hermes 

TTC: Artemis Apollo Aphrodite Athena 

BOTL: Hera Hephaestus 

TLO: Hestia Demeter https://t.co/p5ZiC2BvUH",9540
12,"TOP 10 MOST POWERFUL GREEK GODS
https://t.co/PHg24T2qOW
#greekgods #zeus #poseidon #hades #prometheus #dionysus #apollo #ares #hephaestus #hermes #hera #greekmythology",9540
13,"DIONYSUS: I can't describe it. But yet I'll tell you in a riddling way. Have you e'er felt a sudden lust for soup? 
HERACLES: Soup! Zeus-a-mercy. Yes, a thousand times.",9540
14,Probably Orpheus (Apollo) Theseus (Poseidon) Jason (Hermes) and Hercules (Zeus) in terms of Olympian Avatars. Perseus is Dionysus in terms of Olympian Emanations,9540
0,"https://t.co/xjKtU9Ln1G

SERVER IS MADE!! APPLY!!
Ceto, Loki, Zeus, Cernunnos, Hecate, Aphrodite, and Anubis are all taken.

Celtic, Greek, Egyptian, and Norse deities are accepted! We’re also accepting archangels!!

#smp #minecraft #smpapplication #minecraftsmp #twitch",9541
1,"Deathless Aphrodite of the spangled mind,
child of Zeus, who twists lures, I beg you
do not break with hard pains,
O lady, my heart",9541
2,"One day, Zeus kicked Aphrodite. This caused them to kick each other for 22 decades until Zeus's mother came and started shouting at them.",9541
3,"[The blacksmith punched the anvil itself, activating a spell that linked his voice with the weapon he modified and was with Thanatos.]

- Ares knew that Aphrodite was my wife and he still cheated on me, was he an adult? Zeus feared Gaia's prophecy and devoured his own wife + https://t.co/5gnUB5AniA",9541
4,"i just realized everyone in a system has a different god guilding them like aphrodite me, artmis sav, kendra, kya, apollo and zeus + kind of poseidon or hermes col and kyle etc AKSJAKDJKSJDJS - echo",9541
5,"i just realized everyone in a system has a different god guilding them like aphrodite me, artmis sav, kendra, kya, apollo and zeus + kind of poseidon or hermes col and kyle etc AKSJAKDJKSJDJS",9541
6,"“No,” Jason insisted. He sounded calm enough, but Leo figured he was about two seconds away from flipping that coin and going into full gladiator mode. “Leo’s just a son of Hephaestus. He’s no threat. Piper here is a daughter of Aphrodite. I’m the son of Zeus.”",9541
7,"Greek Mythology: The Gods, Goddesses, and Heroes Handbook: From Aphrodite to Zeus, a Profile of Who's Who in Greek Mythology NY0DDV8

https://t.co/8IMVaIkJuR https://t.co/U9ZTyUkVZH",9541
8,"Deathless Aphrodite of the spangled mind,
child of Zeus, who twists lures, I beg you
do not break with hard pains,
O lady, my heart",9541
9,"Platonism is fake paganism, sorry (not sorry) to be the bearer of bad news.

All of God's being secretly one, lol okay bro. 

That a tetrahedron, the number 7 and the ideal tree are more perfect than Zeus, Dionysus or Aphrodite.

It is literal heretical sacrilege &amp; fake paganism.",9541
10,"“We need to bring Zeus, Poseidon, Hera, Hestia, Demeter, Hades, Apollo, Artemis, Hermes, Athena, Hephaestus, Aphrodite and Ares back into our schools.”

-concerned parent at school board meeting, late Ancient Greece",9541
11,"I swear to Zeus, you’re Aphrodite in disguise 🎶",9541
12,"⠀
❝I was forged by Aphrodite and Ares — if you could call my sires my smiths.

I am 𝘢𝘭𝘭 weapons, Lord. Your hammer, Apollo's bow, Zeus' thunderbolt . . . They are extensions of myself.❞
⠀⠀ https://t.co/ZXoJyRsYBy",9541
13,"ongoing list of godly parent takes i've gotten 
-- athena (most likely)
-- nemesis (gotten at least twice)
-- ares (the official quiz result, heard from other people too)
-- zeus (maybe i emotionally manipulated my friends into agreeing with me over this oops)
-- aphrodite (new!)",9541
14,"so far ive gotten

mercury/hermes
tyche
aphrodite 
zeus
apollo

im so confused!!!!!!!!!!!",9541
0,"i just realized everyone in a system has a different god guilding them like aphrodite me, artmis sav, kendra, kya, apollo and zeus + kind of poseidon or hermes col and kyle etc AKSJAKDJKSJDJS - echo",9542
1,"i just realized everyone in a system has a different god guilding them like aphrodite me, artmis sav, kendra, kya, apollo and zeus + kind of poseidon or hermes col and kyle etc AKSJAKDJKSJDJS",9542
2,"for the first time it struck me how strange it was that we divide titans from olympians, when of course zeus was born from titan parents, and hermes' own grandfather was the titan atlas. the same blood runs in all our veins.",9542
3,"My godly parent quizzes are quite inconsistent. I usually get Poseidon, but sometimes I get Hermes, Athena… I even got Zeus once",9542
4,"'I only gave you one reason Zeus called Council,' Hermes said. 'That does not mean we will not discuss other concerns.'",9542
5,"1/3
Self-righteous fire, like a burning desire,
Light my way, like the lamp of Hecate.
Apollo is gone, never had a place,
Only Ares remains to make his case.
Hermes we shot, for he brought the wrong tune,
Zeus at the head, beyond rage by what's shewn.",9542
6,"You know how about we just cancel everything on the Zeus network and try again. Maybe a less problematic Greek God title is in order. Hera? Hermes? Hell I think if they just stuck true with the chaos they wanna serve, Ares would be a great name.",9542
7,"To catch a fly from the ass of Zeus is not worth my time, Hermes. #Bot",9542
8,"“We need to bring Zeus, Poseidon, Hera, Hestia, Demeter, Hades, Apollo, Artemis, Hermes, Athena, Hephaestus, Aphrodite and Ares back into our schools.”

-concerned parent at school board meeting, late Ancient Greece",9542
9,"so far ive gotten

mercury/hermes
tyche
aphrodite 
zeus
apollo

im so confused!!!!!!!!!!!",9542
10,"I don’t think any God Of War killing gods scene will top Kratos’ ruthless killings of the Greek gods. 

Hermes, Poseidon and even Zeus. It’s was bloody and intense. I could rewatch it all day long. 

https://t.co/e4JBhgMJM3",9542
11,"""Look I know Zeus isn't the *brightest*-"" Hermes loooked away, ""That's it he isn't the brightest-"" https://t.co/MvjxEhyU4s",9542
12,"ㅤ
ㅤ
ㅤㅤstar.⠀ if somebody makes a good GOW Zeus

Then I am making the speedy little cunt we all call Hermes
ㅤ
ㅤ",9542
13,"ㅤ
ㅤ
ㅤㅤstar.⠀ if somebody makes a good GOW Zeus

Then I am making the speedy little cunt we all call Hermes
ㅤ
ㅤ",9542
14,"ㅤ
ㅤ
ㅤㅤhttps://t.co/2qEdTltaHA if somebody makes a good GOW Zeus

Then I am making the speedy little cunt we all call Hermes
ㅤ
ㅤ",9542
0,"I got Heaven, her got Purgatory, I got Hell, her got Earth, I got Aether, her got Nyx, I got Pontus, her got Annike, I got Terra, her got Gaia, I got veggies, her got fruits, I got men, her got women, i got my kids, her got her offspring, zeus got his children, her got herself..",9543
1,"[The blacksmith punched the anvil itself, activating a spell that linked his voice with the weapon he modified and was with Thanatos.]

- Ares knew that Aphrodite was my wife and he still cheated on me, was he an adult? Zeus feared Gaia's prophecy and devoured his own wife + https://t.co/5gnUB5AniA",9543
2,"'

         〝 Wait, , , in mythology, didn't Zeus &amp;&amp; his brothers kill the titans ? Including Gaia ?
..
     Fuck, why the hell haven't I done anything with that !? 
..
    I'll probably save that for later or when I'm feeling more well behaved.~ 〞",9543
3,"It's the Day of Helios / Sol's Day / #Sunday!

[Gaia] seeing the icy hail embedded in [Typhon's] flesh, she prayed to Titan #Helios with submissive voice: she begged of him one red hot ray, that with its heating fire she might melt the petrified water of Zeus.""

#DayOfHelios https://t.co/CdnAsZNkFu",9543
4,"I thought Kratos wasn't a god anymore.

Zeus takes away his power in God of War 2 and Gaia says he's no longer a god by that point.

But in the Norse duology they talk about him like he's still a god. His might can be explained with ""well he's the god of war.""

Did I miss a beat?",9543
5,"Lord Jesus, Gaia, Zeus, Athena, any freaking entity, please let the seat stay with Warnock. https://t.co/iKglSZSTSX",9543
0,When no one notices a mistake. Got my mythology wrong. Hades is the brother of Zeus making him Ares uncle not brother. Will change that when I actually write it https://t.co/UCPvly94JE,9544
1,"I understand that Zeus and all his kin on Mount Olympus think that you are born of Hades and the goddess Nyx? I was amused to learn of this deception. Nyx has mothered many of the Underworld's own, so, why not you?",9544
2,"Hades fights the death of fear for souls living,
Poseidon relishes chaos while abiding time,
Zeus himself lives for the service of a wish.",9544
3,"Tis the Night of Hecate. THE baddest witch goddess in history. Lover of dogs. Co-ruler w/ Zeus, Poseidon and Hades.

Offer up eggs, garlic, honey pastries at a crossroads or three-way fork in the road.
call Hekáte of the roadside, lovely god where three roads meet.",9544
4,"✍️ Fill the Blank: ""If I had ________, I would smash my enemies."" #Grepolis #Ancient #Greece #Zeus #Hera #Athena #Hades #Poseidon #Artemis #GreekGods #BrowserGame #Conquer https://t.co/2iMb84brMe",9544
5,"we’ve seen plenty of the wicked queen (snow white out the wazoo).  gaston maybe?  hades, the brother of zeus? jafar? https://t.co/UiUHETwTgG",9544
6,the only person on my team that can kill zeus is hades how the fuck am i supposed to kill him,9544
7,"Delightful Zeus, Poseidon, &amp; Hades start World War 3  5 pm  in Freddy Fazbear's Pizzeria. Paula Fletcher reporting for Farming News of the Future.",9544
8,"Shameless Zeus, Poseidon, &amp; Hades start World War 3  2 am in Wendy's. Aidan King reporting for Good Day America.",9544
9,"Awful Zeus, Poseidon, &amp; Hades start World War 3  1 am in Basketball Court. Paige Steen reporting for RFD TV.",9544
10,"Loki and Thor

#loki #thor #disney #hercules #disneycollection #hades #zeus #stitch #scar #pegasus #toys #figure https://t.co/MAH4tivEQL",9544
11,"Same as Brahma, Vishnu, and Shiva &amp; in Greek - Zeus, Poseidon, and Hades https://t.co/g67jEAQkVR",9544
12,"i keep getting different results every time i take a godly parent quiz like:

hades (×2)
apollo
zeus?!
nemesis
iris 
(and people associate me with dionysus and hecate?)

WHO AM I?+??×?$÷?×??×",9544
13,"I understand that Zeus and all his kin on Mount Olympus think that you are born of Hades and the goddess Nyx? I was amused to learn of this deception. Nyx has mothered many of the Underworld's own, so, why not you?",9544
14,"Awful Zeus, Poseidon, &amp; Hades start World War 3  8 pm in Freddy Fazbear's Pizzeria. JJ Hall  reporting for ABC 6.",9544
0,"//The way I am portraying Poseidon:

I always viewed him as the kindest of the three brothers. He would often settle any disputes between the Olympians, and would also be the one to calm Zeus when he was angered. 

He loves his brothers deeply, and wants to see Olympus rebuilt.--",9545
1,"The truth was, I didn’t care about retrieving Zeus’s lightning bolt, or saving the world, or even helping my father out of trouble. The more I thought about it, I resented Poseidon. He’d only claimed me because he needed a job done.

All I cared about was my mom.",9545
2,"Charybdis (ka-RIB-diss), daughter of Poseidon, so enraged Zeus that he turned her into a sea monster that would destroy sailing ships.
🐙
Our Charybdis is hopped in the “whirlpool” stage of brewing, giving it rich hop flavour with less of the bitterness IPAs are known for. https://t.co/I4EA1V8oHp",9545
3,"Hades fights the death of fear for souls living,
Poseidon relishes chaos while abiding time,
Zeus himself lives for the service of a wish.",9545
4,"Tis the Night of Hecate. THE baddest witch goddess in history. Lover of dogs. Co-ruler w/ Zeus, Poseidon and Hades.

Offer up eggs, garlic, honey pastries at a crossroads or three-way fork in the road.
call Hekáte of the roadside, lovely god where three roads meet.",9545
5,"Fascinating NASA have paired Artemis and Orion. According to Greek mythology love story of Artemis and Orion ends in tragedy. Artemis, the goddess of hunt, daughter of Zeus fell in love with the  handsome but boastful Orion, son of Poseidon. Story ends with Orion getting killed.",9545
6,"✍️ Fill the Blank: ""If I had ________, I would smash my enemies."" #Grepolis #Ancient #Greece #Zeus #Hera #Athena #Hades #Poseidon #Artemis #GreekGods #BrowserGame #Conquer https://t.co/2iMb84brMe",9545
7,"another interesting build, excalibur ares doom + poseidon zeus ""passive""; pure brawl, no brain https://t.co/Fg1PnAjVo7",9545
8,"i just realized everyone in a system has a different god guilding them like aphrodite me, artmis sav, kendra, kya, apollo and zeus + kind of poseidon or hermes col and kyle etc AKSJAKDJKSJDJS - echo",9545
9,"i just realized everyone in a system has a different god guilding them like aphrodite me, artmis sav, kendra, kya, apollo and zeus + kind of poseidon or hermes col and kyle etc AKSJAKDJKSJDJS",9545
10,"Delightful Zeus, Poseidon, &amp; Hades start World War 3  5 pm  in Freddy Fazbear's Pizzeria. Paula Fletcher reporting for Farming News of the Future.",9545
11,"Shameless Zeus, Poseidon, &amp; Hades start World War 3  2 am in Wendy's. Aidan King reporting for Good Day America.",9545
12,"Awful Zeus, Poseidon, &amp; Hades start World War 3  1 am in Basketball Court. Paige Steen reporting for RFD TV.",9545
13,"My godly parent quizzes are quite inconsistent. I usually get Poseidon, but sometimes I get Hermes, Athena… I even got Zeus once",9545
14,"Same as Brahma, Vishnu, and Shiva &amp; in Greek - Zeus, Poseidon, and Hades https://t.co/g67jEAQkVR",9545
0,"Once upon a time, Zeus stabbed Artemis. This caused Artemis to run away with Thalassa.Zeus followed them for 29 years and caught and slaughtered Artemis.",9546
1,"Daughter of Zeus, twin sister of Apollo, the Greek predecessor or equivalent to Diana - Artemis - the Goddess of, amongst others, wilderness, childbirth, and the Moon.

Orion was a great hunter from the Odyssey. In the Iliad, he is a constellation and the star Sirius is his dog..",9546
2,oh my jesus god zeus posidean hera demeter dionysus artemis nanna utu ninhursag oh my what the fuck am i listenign to https://t.co/mO86BlltkC,9546
3,"Artemis [ ( ahr-tuh-mis) ] The Greek name for Diana, the virgin goddess of the hunt and the moon; the daughter of Zeus and the sister of Apollo. https://t.co/VwDISdmO5j",9546
4,"(Created by A.I.) Zeus and Artemis playing tennis in the rain, Photorealistic - See all 4 images or create your own on Web or PC: 
https://t.co/m7q9GkyU3E
 #art #zeus #and #Artemis #playing #tennis #rain",9546
5,"🇬🇷🌙👩🏻...#Artemis is a #Greek Moon #goddess, twin of #Apollo, daughter to #Zeus and is often depicted as a #huntress when sculpted in #statue form.

🔗Source: https://t.co/ImkZvO3zLL

📸 Image: Alinari/Art Resource, New York. https://t.co/VEOi3ogPRg",9546
6,"Fascinating NASA have paired Artemis and Orion. According to Greek mythology love story of Artemis and Orion ends in tragedy. Artemis, the goddess of hunt, daughter of Zeus fell in love with the  handsome but boastful Orion, son of Poseidon. Story ends with Orion getting killed.",9546
7,"✍️ Fill the Blank: ""If I had ________, I would smash my enemies."" #Grepolis #Ancient #Greece #Zeus #Hera #Athena #Hades #Poseidon #Artemis #GreekGods #BrowserGame #Conquer https://t.co/2iMb84brMe",9546
8,"(Art by A.I.) Zeus and Artemis playing tennis in the rain, Cyberpunk - See all 4 images or create your own on Web or PC: 
https://t.co/nwKX8LQ8hU
 #art #Zeus #and #Artemis #playing #tennis #rain, #Cyberpunk",9546
9,Artemis 1 to the moon and back uncrewed,9546
10,"T-... (Last fuel tank is getting filled) 
Ready to explore the moon. 

Live : https://t.co/zm5736GRTt

Fact: #Artemis was the daughter of Zeus and Leto and the twin sister of #Apollo.

#GoArtemis #Artemisl #liftoff #ToTheMoon https://t.co/BrLZjmeGXA",9546
